Job Title,Job Description,Job Sector,Salary Range,Date published,Contact,Company_name
БРЭНД МЕНЕЖЕР," Хариуцсан бараа бүтээгдэхүүний маркетинг, идэвхижүүлэлтийн бодлого, хөтөлбөрийг боловсруулах, шинэ бараа бүтээгдэхүүнийг судалж нэвтрүүлэн тухайн бүтээгдэхүүнийг хөгжүүлэх, брэндийг зах зээлд нэр хүндтэй нэвтрүүлэх, хэлтсийн төлөвлөгөөний дагуу ажиллах Багийн хамтын ажиллагааг дэмжиж багаар ажиллах; Гадаадын харилцагч брэндийн дистрибьютер, компанитай байнгын харилцаатай байж соёлтой зөв зохистой, ажил хэрэгчээр асуудлыг шийдвэрлэх, даалгаварыг цаг тухайд нь биелүүлэх, байнга зөвлөгөө чиглүүлэг авч туршлага судлах, гэрээнд заасан ёсоор үйл ажиллагааг явуулж ажиллах;","Маркетинг, PR, Менежмент",1950000.0,2022-12-16,88193193,Тэсо Фүүдс 
Гагнуурчин,Барилгын шугам хоолой гагнах Аргон болон цахилгаан гагнуур хийх,"Барилга, Үл хөдлөх хөрөнгө",1950000.0,2022-12-16,"98019797, 94057274, 94057204",НБИК 
Худалдан авалтын мэргэжилтэн,"Байгууллагын үйл ажиллагаатай холбоотой бүхий худалдан авалт, хангамжийн ажлыг хариуцан ажиллана.","Худалдаа, Борлуулалт",1950000.0,2022-12-16,(+976) 7777-9070,Метагро 
ХАБЭА-н инженер,Ажлын байрны тодорхойлолтод заасан ажил үүрэг,"Үйлдвэрлэл, Дэд бүтэц",2750000.0,2022-12-16,316117,Цэцэнс Майнинг & Энержи 
Англи хэлний багш," 5-12 насны хүүхдэд FasTracKids олон улсын Англи хэлний хөтөлбөрийн дагуу хичээл заана. Эцэг, эх, асран хамгаалагчид сургалтын талаар мэдээлэл өгнө. Хичээлийн хэрэглэгдэхүүн бэлдэнэ. Сурагчдын дунд хөгжүүлэх ажил зохион байгуулна.","Боловсрол, Шинжлэх ухаан",1350000.0,2022-12-16,"7000-2266, 8002-2266","Монголын Оюун Ухааны АкадемиСэтгэхүйн хурдыг танд эзэмшүүлж, Оюуны хүрдийг дэлхийд таниулна."
Чанар хяналтын инженер,"Төслийн талбайд гүйцэтгэх нийт ажил, бараа материалд чанарын хяналт тавьж, чанарын доголдолгүй ажил хүлээлгэж өгөх;  Үйлдвэрлэлийн технологийн процессын чанарын хяналтыг холбогдох журмын дагуу явуулах, бүртгэл хөтлөх, баримтжуулах; Түүхий эд материал, бэлэн бүтээгдэхүүний чанар, хадгалалтын горимд хяналт тавих; Түүхий эд,материалыг чанарын болон бусад норматив баримт бичгийг үндэслэн хүлээн авах, шаардлагатай үед лабораторийн сорилт шинжилгээнд хамруулж, дүгнэлт гаргуулах; Үйлдвэрлэлийн шат дамжлагууд дээр тавигдах технологийн горимын мөрдөлтийг хариуцах,  аливаа үл тохирол илэрсэн нөхцөлд залруулах арга хэмжээ авах, шаардлагатай бол үйлдвэрлэлийг түр зогсоож хэвийн ажиллагааг хангуулах; Чанарын менежментийн тогтоолцод нөлөөлж болох бүх үе шатны ажлыг хяналттай байлгах явдлыг хариуцах; Чанарын гологдол гарч болох эрсдэлээс сэргийлэх асуудлыг хариуцах; Түүхий эд материалын ашиглалт, үйлдвэрлэлийн хаягдал, гологдлыг хянаж, тайлагнах; ХАБЭАБО-ны бодлого, удирдлагын тогтолцооны төлөвлөгөөг хэрэгжүүлэхэд туслах,   холбогдох дүрэм журмыг өдөр тутмын үйл ажиллагаандаа хэрэгжүүлэх;","Барилга, Үл хөдлөх хөрөнгө",1650000.0,2022-12-16,"98019797, 94057274, 94057204",НБИК 
Төлөвлөгч," Барилгын төсөл төлөвлөгөөг нарийвчлан хянаж шалгах; Барилгын ажлын 7 хоног тутмын төлөвлөлтийг гаргах, төлөвлөгөөний биелэлт, нийцлийн мэдээ бэлтгэх, хөтлөлт хийх, төслийн багийг мэдээллээр хангах; Эрсдлийн боломжит хамгийн бага түвшинд байлгах, бууруулах, эрсдлийн үнэлгээ боловсруулах;  Барилгын зураг төсөл, архивын хадгалалт, тэдгээрийн бүрэн бүтэн байдал, ашиглалтыг хариуцах;","Барилга, Үл хөдлөх хөрөнгө",1950000.0,2022-12-16,"98019797, 94057274, 94057204",НБИК 
Хангамжийн ахлах ажилтан," Төслийн талбайгаас ирсэн захиалгын дагуу материалын нийлүүлэлтэд анхаарч ажиллана; Захиалсан материалын  чанар хугацаа, гүйцэтгэлийг нарийн шалгаж хүлээн авч төслийн талбайд нийлүүлэх; Бараа бүтээгдэхүүний нөөцийн зохистой хэмжээг баримтлан захиалга татан авалт хийх, бараан бүтээгдэхүүний тасалдалгүй байдлыг хангаж ажиллах; Гадаад болон дотоод худалдан авалт хийж Санхүүгийн хэлтэс-д тайлагнах; Удирдлагаас өгсөн бусад үүрэг даалгаваруудыг хэрэгжүүлэх.","Барилга, Үл хөдлөх хөрөнгө",1350000.0,2022-12-16,"98019797, 94057274, 94057204",НБИК 
ХАБЭА МЭРГЭЖИЛТЭН," Байгууллагын үйл ажиллагаа ХАБЭА-н хууль тогтоомж болон бусад шаардлагын хэрэгжилтийг тогтоох Хөдөлмөрийн эрүүл мэнд, аюулгүй байдлын удирдлагын тогтолцооны бодлого хамрах хүрээг тодорхойлох Аюулыг илрүүлэх, мэдээллэх, эрсдэлийг үнэлэх, хяналтын арга хэмжээг авах Ажилчдын аюул эрсдэлийг илрүүлэхэд туслах идэвхижүүлэх зорилгоор зөвлөмж, гарын авлага, заавар өгөх Шинээр ажилд орсон ажилтанд уридчилсан зааварчилгаа өгөх, гадны зочид төлөөлөгчдөд зааварчилгаа өгөх, хөтөч томилох Байгууллагын хэмжээнд батлагдан гарсан MNS OHSAS 18001:2012 удирдлагын тогтолцооэы шаардлагын дагууу холбогдох баримт бичиг, ХАБЭА-тай холбоотой дүрэм журмын хөтлөлт, бүртгэлд журамд заагдсан хугацааны дагуу хяналт хийх  Аюултай тохиолдлыг судлах, суурь шалтгааныг тогтоох, залруулах арга хэмжээ авах","Үйлдвэрлэл, Дэд бүтэц",1350000.0,2022-12-05,8803-3781,Милко 
Орчуулагч  Translator,"     Make written (technical documents, maps, legends, etc.) and verbal translation (during meeting, as required by expatriate employees and consultants) from Mongolian to English languages and vice versa. Translate messages simultaneously or consecutively, maintaining message content, context, and style as much as possible.       Check translations of technical terms and terminology to ensure that they are accurate and remain consistent throughout translation revisions. Liaise with Supervisor, Contractor, originator, etc.  to discuss any unclear points. Provide with a grammatically correct, well-expressed final version of the translated text, usually as a word-processed document.       Refer to reference materials, such as dictionaries, lexicons, encyclopedias, and computerized terminology banks, as needed to ensure translation accuracy.       Identify and resolve conflicts related to the meanings of words, concepts, practices, or behaviors.       With the approval of Supervisor, perform translation work both written and verbal as required and requested by other departments and the Company organized events.       Follow ethical codes that protect the confidentiality of information.       Assist with data entry and other relevant tasks needed by the Department as needed and as when having no pending translation work.       Perform other duties as and when required and requested by the Supervisor","Захиргаа, Хүний нөөц",1350000.0,2022-12-16,"98019797, 94057274, 94057204","
At least 1-2 years of related working experience
Be able to work at mine site with roster of 2 weeks on and 2 week off.
"
Геодезийн инженер," Геодезийн багаж хэрэгслийн тусламжтайгаар тухайн цэгийн байрлал, өндөрийн боловсруулалт хийх; Хэмжилтийн тайлан акт хийх; Барилгын геодезийн хэмжилт боловсруулалтын ажил хийх; Ажлын байрны тодорхойлолтын дагуу үүрэг гүйцэтгэх.","Барилга, Үл хөдлөх хөрөнгө",1950000.0,2022-12-16,"98019797, 94057274, 94057204",НБИК 
Гэрээний админ," Гэрээний төсөл боловсруулах; Туслан гүйцэтгэгч, ханган нийлүүлэгчийн сонгон шалгаруулалтын баримт бичиг боловсруулах; Гэрээг архивлах, хавтаслах, цахим бүртгэл хөтлөх ; Төслийн бичиг баримт боловсруулалт хийх, бусад хэлтсүүдээс шаардлагатай мэдээллийг цуглуулах; Өдөр тутмын гэрээтэй холбоотой сайт дээрх болон оффис дахь бүх асуудалд хариулт өгөх, шийдэх, шаардлагатай мэдээллийг гаргаж өгөх, мөн шаардлагатай бүртгэл хөтлөлт хийх; Дотоод бодлого журмуудын талаар сургалт, судалгаа хийх; Хэлтсийн тайлан гаргах.","Хууль, хуулийн үйлчилгээ",1650000.0,2022-12-16,"98019797, 94057274, 94057204",НБИК 
Хүний нөөцийн ажилтан ," Хөдөлмөрийн харилцаатай холбоотой бүхий л үйл ажиллагаанд оролцох, хэрэгжүүлэх; Ажилтнуудын ээлжийн амралт болон бусад амралт чөлөө олголттой холбоотой асуудлыг зохицуулах; Ажлын байрны тодорхойлолтууд болон хүний нөөцийн хэлтсийн үйл ажиллагаанд шаардлагатай баримт бичгийг төлөвлөх, өөрчлөлтийг хийх; Компанийн сургалт, хөгжлийн үйл ажиллагаанд оролцох, шаардлагатай сургалтуудыг зохион байгуулах, ажилтнуудыг идэвхижүүлэх; Сар, 7 хоног бүрийн тайлан мэдээ гаргах.","Захиргаа, Хүний нөөц",1350000.0,2022-12-16,"98019797, 94057274, 94057204",НБИК 
Борлуулалтын менежер,"Хадат вилла төслийн борлуулалтын төлөвлөгөөг ханган, Хауз борлуулалт хийх","Барилга, Үл хөдлөх хөрөнгө",1100000.0,2022-12-13,"77133355, 99908979, 85051205",Цоба 
КРАНЫ ОПЕРАТОР , Ажлын байрны тодорхойлолтын дагуу;,"Барилга, Үл хөдлөх хөрөнгө",1950000.0,2022-12-16,"98019797, 94057274, 94057204",НБИК 
БОРЛУУЛАЛТЫН МЕНЕЖЕР,"Хадат вилла төслийн борлуулалтын төлөвлөгөөг ханган, Хауз борлуулалт хийх","Худалдаа, Борлуулалт",1100000.0,2022-12-09,"77133355, 99908979, 85051205",Цоба 
Гадаад брокер," Гадаадын зах зээлийн үнэт цаасны захиалга авах Гадаад арилжааны данс нээх, хаах, борлуулалт хийх Гадаад арилжааны бүртгэл хөтлөх Гадаад хувьцааны шилжүүлгэ хийх  Ажил үүргийн хүрээнд хийгдэх доорх бүх ажлуудад PDCA /төлөвлөлт-хэрэгжүүлэлт-хяналт-үйл ажиллагааны сайжруулалт/ зарчмыг баримтлан ажиллана","Банк, санхүү, нягтлан бодох бүртгэл",1950000.0,2022-12-16,88053190,Таван Богд Капитал ҮЦК 
"Захиргаа, хүний нөөцийн менежер"," Хүний нөөцийн үндсэн чиг үүргүүдийг ажлын байранд хэрэгжүүлэх Хүний нөөцийн шилжилт хөдөлгөөн шинжилгээ хийх, дүгнэх Ажлын гүйцэтгэлийн үнэлгээг хийх Архив, стандартын дагуу баримт бичиг боловсруулах Хүний нөөцийн бүрдүүлэлт хийх","Захиргаа, Хүний нөөц",1350000.0,2022-12-16,"91455333, 7611-5333",Чиглэл 
Ковш Оператор,Дугуйт ачигчийн оператор/ ковш оператор/ ажлын байрны тодорхойлолтын дагуу,"Барилга, Үл хөдлөх хөрөнгө",1950000.0,2022-12-16,"98019797, 94057274, 94057204",НБИК 
PROJECT MANAGER ,"Organizes the construction of buildings according to approved design, requirements of norms, rules, standards and technical requirements. Supports the activities of the construction project without delay, to make necessary decisions, to resolve issues urgently to the client and to the management on time, and to make decisions in line with the staff and other corporate departments.  Manages and organizes process in construction the according to approved plan and design for engineering controls; Coordinates and directs all purchases, procurement of materials, equipment, financial cost, and construction functions to ensure the successful completion of the project under scheduled plan; Effectively organize to manage construction progress, works of services, operation in the project field; Executes monitoring of construction progress; Meetings with Management team to update and inform as to the progress of the project, report, current status of construction project; Assists in the implementation of OHS policies and management system plans, and to implement relevant regulations in daily operations;","Барилга, Үл хөдлөх хөрөнгө",2750000.0,2022-12-16,"98019797, 94057274, 94057204",НБИК 
Экскаваторын оператор,Ажлын байрны тодорхойлолтын дагуу,Уул уурхай,1950000.0,2022-12-16,"98019797, 94057274, 94057204",НБИК 
Агрегат засварчин ажилд авна.," Үйлчлүүлэгчид зөвлөгөө мэдээлэл өгч, оношилгоо засвар үйлчилгээг технологийн дагуу зөв, баталгаатай хийх Ажлын хуваарьлалтыг хийж үйлчлүүлэгчийн асуудлыг шийдэх Борлуулалтын болон ажлын хөлсний төлөвлөгөөг биелүүлэх",Автомашины засвар үйлчилгээ,2300000.0,2022-11-29,"75770909, 88078906","Делюкс авто оношилгоо, засварын төв"
Шат угсрагч,"     Ажлыг гүйцэтгэхдээ, холбогдох дүрэм журам, зааврын дагуу шатыг угсрах Мэргэжлийн ажилтнаар баталгаажуулалтын пайзыг өлгөх, огноог бичүүлэх Хаалт хашилт гэх мэт тэмдэг тэмдэглэгээний анхааруулгыг байршуулах, бусад ажилтнуудаас тус тэмдэг тэмдэглэгээг байршуулах тал дээр анхааруулах, зүүж байгаа эсэхийг хянах Шатыг угсрахын өмнө болон угсрах явцад хийгдэж буй ажлууд стандарт, нормын дагуу явагдаж байгаа эсэхийг хянах, нормын дагуу байлгах тал дээр анхаарах Ажил гүйцэтгэсний дараагаар шаардагдах стандартын дагуу байгаа эсэхийг хянах, давтан шалгах","Барилга, Үл хөдлөх хөрөнгө",1350000.0,2022-12-16,"98019797, 94057274, 94057204","
Тусгай шаардлага
"
"Оосорлогч, дохиочин"," Өргөлтийн ажлын бүх зүйлийг Ахлах ажилтан болон краны багтай хамтран төлөвлөж, зохицуулах, өргөх ачааны жинг тодорхойлох, оператортай харилцан холбогдох зөв арга замыг сонгох, ачааг зөв оосорлосон эсэхийг анхаарах, краны өргөлтийн зайд ямар нэг саад байхгүй эсэхийг баталгаажуулах, операторт дохио өгөх, өөр дохиочин томилох эсвэл дохиочин дохио өгөх, болон үйл ажиллагааг аюулгүй явуулахад анхаарна; Барилгын шат угсрах болон буулгах; Хураах төлөвлөгөөтэй танилцах, ажил эхлэхийн өмнөх ажлын төлөвлөгөөний хурал болон аюулгүй ажиллагааны хуралд оролцох; Оосорлох төхөөрөмжийн үзлэг байнга хийх; Тээвэрлэлтийн үйл ажиллагаа явуулах бусад хэсгүүдийн талбайд анхаарах зүйл байгаа эсэх, аюулгүй ажиллагаа, тоног төхөөрөмжийн ашиглалт, нөхцөлтэй холбоотой, болзошгүй эрсдэл зэргийг таниж мэдэх; Оосорлогчийн хөтөлбөрийн хүрээнд суралцагсдад ажлын талбай дээр сургалт явуулах; Хэлтсийн хэмжээнд аюулгүй ажиллагааны хөтөлбөрт хэрэгжүүлэх, зохицуулахад туслах; Шаардлагатай бусад өгөгдсөн үүрэг даалгаврыг биелүүлэх","Барилга, Үл хөдлөх хөрөнгө",1100000.0,2022-12-16,"98019797, 94057274, 94057204",НБИК 
Агуулахын нярав,"Төслийн үйл явцад хэрэглэгдэх эд хөрөнгө, тоног төхөөрөмж, хөдөлмөр хамгаалах хэрэгсэл, тоног төхөөрөмжийг хүлээн авч, орсон гарсан мэдээллийг зохих ёсоор бүртгэж, шаардлагатай зүйлсийг олгох зэрэг үйл ажиллагааг аюулгүй ажлын  дүрэм журмыг баримтлан гүйцэтгэх","Үйлдвэрлэл, Дэд бүтэц",1650000.0,2022-12-16,"98019797, 94057274, 94057204","
Personal skills 
Хувийн харилцааны, хамтран 
ажиллах ур чадвар
"
